0,4.75446e-314
0,4.75443e-314
0,4.75444e-314
2.1602e-314,4.75444e-314
5.47077e-315,4.75448e-314
2.15997e-314,4.75445e-314
2.16015e-314,4.75446e-314
3.01225e-314,4.75443e-314
2.15911e-314,4.75444e-314
7.74682e-304,4.75443e-314
2.13028e-314,4.75444e-314
3.01225e-314,4.75443e-314
0,4.75446e-314
0,4.75443e-314
7.29112e-304,4.75443e-314
2.13028e-314,4.75446e-314
3.01225e-314,3.01225e-314
0,6.13329e-111
0,2.15911e-314
0,4.75443e-314
2.15911e-314,4.75446e-314
0,4.75443e-314
3.01225e-314,4.75446e-314
1.69776e-312,4.75446e-314
2.15997e-314,4.75446e-314
2.15997e-314,4.75446e-314
3.01225e-314,4.75443e-314
7.90505e-323,4.75443e-314
4.94066e-324,4.75444e-314
0,4.75446e-314
0,4.75446e-314
2.15911e-314,4.75445e-314
0,4.75446e-314
0,4.75444e-314
0,4.75443e-314
2.16015e-314,4.75443e-314
2.15911e-314,4.75446e-314
3.01225e-314,4.75445e-314
5.51802e-313,4.75445e-314
2.1602e-314,4.75445e-314
3.01225e-314,4.75444e-314
-1.09723e+306,4.75446e-314
3.01225e-314,4.75443e-314
1.17119e+166,4.75444e-314
3.01225e-314,4.75446e-314
3.01225e-314,4.75443e-314
3.21411e-314,4.75444e-314
3.01225e-314,4.75444e-314
3.01225e-314,4.75448e-314
1.04701e-274,4.75445e-314
0.505051,0.251689
0.515152,0.255985
0.525253,0.437815
0.535354,0.476317
0.545455,0.496191
0.555556,0.511892
0.565657,0.504488
0.575758,0.518563
0.585859,0.533972
0.59596,0.537778
0.606061,0.545237
0.616162,0.554666
0.626263,0.558477
0.636364,0.561928
0.646465,0.570162
0.656566,0.567492
0.666667,0.56677
0.676768,0.566361
0.686869,0.572238
0.69697,0.570123
0.707071,0.571507
0.717172,0.563918
0.727273,0.563403
0.737374,0.560043
0.747475,0.55498
0.757576,0.548231
0.767677,0.539909
0.777778,0.534758
0.787879,0.525058
0.79798,0.514593
0.808081,0.504842
0.818182,0.495134
0.828283,0.481198
0.838384,0.468005
0.848485,0.455255
0.858586,0.440418
0.868687,0.422013
0.878788,0.406431
0.888889,0.387877
0.89899,0.3655
0.909091,0.341164
0.919192,0.317715
0.929293,0.291301
0.939394,0.263265
0.949495,0.232402
0.959596,0.198392
0.969697,0.160723
0.979798,0.118156
0.989899,0.0679833
1,0.001
