0,0
0.010101,-0.0747653
0.020202,-0.122304
0.030303,-0.161299
0.040404,-0.194951
0.0505051,-0.224703
0.0606061,-0.251381
0.0707071,-0.275521
0.0808081,-0.297499
0.0909091,-0.317595
0.10101,-0.336025
0.111111,-0.352959
0.121212,-0.368537
0.131313,-0.382875
0.141414,-0.396071
0.151515,-0.408209
0.161616,-0.419362
0.171717,-0.429593
0.181818,-0.438958
0.191919,-0.447507
0.20202,-0.455285
0.212121,-0.462333
0.222222,-0.468686
0.232323,-0.47438
0.242424,-0.479443
0.252525,-0.483905
0.262626,-0.487791
0.272727,-0.491126
0.282828,-0.493932
0.292929,-0.49623
0.30303,-0.498039
0.313131,-0.49938
0.323232,-0.500268
0.333333,-0.50072
0.343434,-0.500752
0.353535,-0.500379
0.363636,-0.499615
0.373737,-0.498473
0.383838,-0.496967
0.393939,-0.495108
0.40404,-0.492908
0.414141,-0.490378
0.424242,-0.487531
0.434343,-0.484375
0.444444,-0.480921
0.454545,-0.47718
0.464646,-0.47316
0.474747,-0.46887
0.484848,-0.46432
0.494949,-0.459519
0.505051,-0.454474
0.515152,-0.449194
0.525253,-0.443687
0.535354,-0.437961
0.545455,-0.432024
0.555556,-0.425882
0.565657,-0.419543
0.575758,-0.413015
0.585859,-0.406304
0.59596,-0.399417
0.606061,-0.39236
0.616162,-0.385141
0.626263,-0.377765
0.636364,-0.37024
0.646465,-0.36257
0.656566,-0.354762
0.666667,-0.346821
0.676768,-0.338753
0.686869,-0.330564
0.69697,-0.322258
0.707071,-0.31384
0.717172,-0.305315
0.727273,-0.296688
0.737374,-0.287963
0.747475,-0.279142
0.757576,-0.270232
0.767677,-0.261233
0.777778,-0.25215
0.787879,-0.242985
0.79798,-0.23374
0.808081,-0.224417
0.818182,-0.215018
0.828283,-0.205543
0.838384,-0.195994
0.848485,-0.186369
0.858586,-0.176668
0.868687,-0.166889
0.878788,-0.157029
0.888889,-0.147085
0.89899,-0.137051
0.909091,-0.126918
0.919192,-0.116676
0.929293,-0.10631
0.939394,-0.0957992
0.949495,-0.0851123
0.959596,-0.0742049
0.969697,-0.0630107
0.979798,-0.0514425
0.989899,-0.0395812
1,-0.418993
