0,0
0.00200401,0.00242649
0.00400802,0.00521536
0.00601202,0.00792235
0.00801603,0.0100419
0.01002,0.0129907
0.012024,0.0153235
0.0140281,0.0178504
0.0160321,0.0212142
0.0180361,0.0232412
0.0200401,0.0256182
0.0220441,0.0287704
0.0240481,0.0305321
0.0260521,0.0327563
0.0280561,0.0358316
0.0300601,0.0380021
0.0320641,0.0411195
0.0340681,0.0430113
0.0360721,0.0460848
0.0380762,0.0483297
0.0400802,0.0510344
0.0420842,0.053732
0.0440882,0.0568515
0.0460922,0.059756
0.0480962,0.0610388
0.0501002,0.0643313
0.0521042,0.0664904
0.0541082,0.0694863
0.0561122,0.0706914
0.0581162,0.0740949
0.0601202,0.0774043
0.0621242,0.0794607
0.0641283,0.0814695
0.0661323,0.0840547
0.0681363,0.0872582
0.0701403,0.08947
0.0721443,0.0899624
0.0741483,0.0934748
0.0761523,0.0969508
0.0781563,0.100023
0.0801603,0.101807
0.0821643,0.103325
0.0841683,0.107049
0.0861723,0.109445
0.0881764,0.111197
0.0901804,0.115673
0.0921844,0.11657
0.0941884,0.119688
0.0961924,0.122121
0.0981964,0.124819
0.1002,0.127158
0.102204,0.129012
0.104208,0.131312
0.106212,0.134339
0.108216,0.135844
0.11022,0.139585
0.112224,0.141555
0.114228,0.144243
0.116232,0.146172
0.118236,0.149457
0.12024,0.150342
0.122244,0.154953
0.124248,0.156517
0.126253,0.158819
0.128257,0.161546
0.130261,0.163794
0.132265,0.165124
0.134269,0.167564
0.136273,0.170851
0.138277,0.173142
0.140281,0.175334
0.142285,0.178525
0.144289,0.179687
0.146293,0.183228
0.148297,0.186399
0.150301,0.187442
0.152305,0.189856
0.154309,0.191199
0.156313,0.193707
0.158317,0.198624
0.160321,0.198886
0.162325,0.202611
0.164329,0.204028
0.166333,0.206415
0.168337,0.210292
0.170341,0.212613
0.172345,0.213407
0.174349,0.216537
0.176353,0.219955
0.178357,0.222592
0.180361,0.224484
0.182365,0.226014
0.184369,0.229102
0.186373,0.232465
0.188377,0.232743
0.190381,0.234862
0.192385,0.237543
0.194389,0.240337
0.196393,0.243298
0.198397,0.244429
0.200401,0.246983
0.202405,0.250604
0.204409,0.2525
0.206413,0.253347
0.208417,0.25645
0.210421,0.258592
0.212425,0.260871
0.214429,0.262336
0.216433,0.265195
0.218437,0.268727
0.220441,0.270135
0.222445,0.27279
